name_of_project,title_of_press_release,telegram_1,telegram_1_name,telegram_1_is_group,tg admin 1 name,tg admin 1 username,tg admin 1 contact url,tg admin 1 status,tg admin 2 name,tg admin 2 username,tg admin 2 contact url,tg admin 2 status,tg admin 3 name,tg admin 3 username,tg admin 3 contact url,tg admin 3 status,tg admin 4 name,tg admin 4 username,tg admin 4 contact url,tg admin 4 status,tg admin 5 name,tg admin 5 username,tg admin 5 contact url,tg admin 5 status,tg admin 6 name,tg admin 6 username,tg admin 6 contact url,tg admin 6 status,tg admin 7 name,tg admin 7 username,tg admin 7 contact url,tg admin 7 status,tg admin 8 name,tg admin 8 username,tg admin 8 contact url,tg admin 8 status,tg admin 9 name,tg admin 9 username,tg admin 9 contact url,tg admin 9 status,tg admin 10 name,tg admin 10 username,tg admin 10 contact url,tg admin 10 status,tg admin 11 name,tg admin 11 username,tg admin 11 contact url,tg admin 11 status,tg admin 12 name,tg admin 12 username,tg admin 12 contact url,tg admin 12 status,tg admin 13 name,tg admin 13 username,tg admin 13 contact url,tg admin 13 status,tg admin 14 name,tg admin 14 username,tg admin 14 contact url,tg admin 14 status,tg admin 15 name,tg admin 15 username,tg admin 15 contact url,tg admin 15 status,tg admin 16 name,tg admin 16 username,tg admin 16 contact url,tg admin 16 status,tg admin 17 name,tg admin 17 username,tg admin 17 contact url,tg admin 17 status,tg admin 18 name,tg admin 18 username,tg admin 18 contact url,tg admin 18 status,tg admin 19 name,tg admin 19 username,tg admin 19 contact url,tg admin 19 status,tg admin 20 name,tg admin 20 username,tg admin 20 contact url,tg admin 20 status,tg admin 21 name,tg admin 21 username,tg admin 21 contact url,tg admin 21 status,tg admin 22 name,tg admin 22 username,tg admin 22 contact url,tg admin 22 status,tg admin 23 name,tg admin 23 username,tg admin 23 contact url,tg admin 23 status,tg admin 24 name,tg admin 24 username,tg admin 24 contact url,tg admin 24 status,tg admin 25 name,tg admin 25 username,tg admin 25 contact url,tg admin 25 status,tg admin 26 name,tg admin 26 username,tg admin 26 contact url,tg admin 26 status,tg admin 27 name,tg admin 27 username,tg admin 27 contact url,tg admin 27 status,tg admin 28 name,tg admin 28 username,tg admin 28 contact url,tg admin 28 status,tg admin 29 name,tg admin 29 username,tg admin 29 contact url,tg admin 29 status,tg admin 30 name,tg admin 30 username,tg admin 30 contact url,tg admin 30 status,tg admin 31 name,tg admin 31 username,tg admin 31 contact url,tg admin 31 status,tg admin 32 name,tg admin 32 username,tg admin 32 contact url,tg admin 32 status,tg admin 33 name,tg admin 33 username,tg admin 33 contact url,tg admin 33 status,tg admin 34 name,tg admin 34 username,tg admin 34 contact url,tg admin 34 status,tg admin 35 name,tg admin 35 username,tg admin 35 contact url,tg admin 35 status,tg admin 36 name,tg admin 36 username,tg admin 36 contact url,tg admin 36 status,tg admin 37 name,tg admin 37 username,tg admin 37 contact url,tg admin 37 status,tg admin 38 name,tg admin 38 username,tg admin 38 contact url,tg admin 38 status
Bitcoinist,"Zookeeper, A New NFT Based Yield Farming DApp",https://t.me/ZooFarming,ZooKeeper Club,True,Diem,K3rn3lz,https://t.me/K3rn3lz,UserStatusRecently(),Ghost Lalala,GhostLalala,https://t.me/GhostLalala,UserStatusRecently(),FennecFox 🦊 Wanstakeinsight.com,cryptofennec,https://t.me/cryptofennec,UserStatusRecently(),Silverlake,onlysilverlake,https://t.me/onlysilverlake,UserStatusRecently(),Liam,Liam_wan,https://t.me/Liam_wan,UserStatusRecently(),Mo Lin,molin0000,https://t.me/molin0000,UserStatusRecently(),Simon P,Nomispee,https://t.me/Nomispee,UserStatusRecently(),Choppah,BigChoppah,https://t.me/BigChoppah,UserStatusRecently(),David,AtomStrada,https://t.me/AtomStrada,UserStatusRecently(),Mus,Mussino,https://t.me/Mussino,UserStatusRecently(),Genshimaro,genshimaro,https://t.me/genshimaro,UserStatusRecently(),TARESTYLES Validator - Timmy Tare,Tarestyles,https://t.me/Tarestyles,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Unmarshal listing on AscendEX,https://t.me/AscendEXEnglish,AscendEX (formerly BitMax) English Official,True,Sagor {I WELL NEVER DM YOU FOR MONEY},Smsagor7,https://t.me/Smsagor7,UserStatusRecently(),Mary Zheng,MaryZheng,https://t.me/MaryZheng,UserStatusRecently(),Malina Saiming,MalinaSaiming,https://t.me/MalinaSaiming,UserStatusRecently(),Jay Kubert | AscendEX (BitMax) - Sr. BD,jaykubert,https://t.me/jaykubert,UserStatusRecently(),Owlbe [ will not message you first without a reason],owlbe,https://t.me/owlbe,UserStatusRecently(),Manny - i ɴᴇᴠᴇʀ ᴘᴍ ғɪʀsᴛ!!!,MannyMcoy,https://t.me/MannyMcoy,UserStatusRecently(),784959E7 👽 | I will never PM you first |,yetmissekiz,https://t.me/yetmissekiz,UserStatusRecently(),Shane Molidor - AscendEX (BitMax),shanemolidor,https://t.me/shanemolidor,UserStatusRecently(),Bonna Zhu,BonnaZhu,https://t.me/BonnaZhu,UserStatusRecently(),žiga,o2ziga,https://t.me/o2ziga,UserStatusRecently(),Blasco | I will never PM you first! | 🤖,dblama,https://t.me/dblama,UserStatusRecently(),AscendEX Support (won't PM you first),AscendEX_Official,https://t.me/AscendEX_Official,UserStatusRecently(),Jasmine,jasminema,https://t.me/jasminema,UserStatusRecently(),George Cao,BmaxHeat,https://t.me/BmaxHeat,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Unmarshal listing on AscendEX,https://t.me/Unmarshal_Chat,Unmarshal Chat,True,Nanda K,nanda_k09,https://t.me/nanda_k09,UserStatusRecently(),Santh,santhosh_580,https://t.me/santhosh_580,UserStatusRecently(),Kumar (Admins never DM you first and ask for ETH/Money),hodl_kumar,https://t.me/hodl_kumar,UserStatusRecently(),shiva kumar,shivhg,https://t.me/shivhg,UserStatusRecently(),Aaron Barboza,aaron_barboza,https://t.me/aaron_barboza,UserStatusRecently(),Abhishek (I WILL NEVER DM YOU FIRST),Abhiihg,https://t.me/Abhiihg,UserStatusRecently(),Dr Rakshitha Kanakamuthu,rakshithakmuthu,https://t.me/rakshithakmuthu,UserStatusRecently(),Shenki (I will never PM you first),Shenki_Jain,https://t.me/Shenki_Jain,UserStatusRecently(),Nishanth S,nishanth_s_ram,https://t.me/nishanth_s_ram,UserStatusRecently(),Manohar - Unmarshal (Will not DM),manohara_unmarshal,https://t.me/manohara_unmarshal,UserStatusRecently(),Yogesh Unmarshal {I will never PM you first},yogeshtym,https://t.me/yogeshtym,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Kesef Finance Cross-chain protocol making DeFi accessible to everyone,https://t.me/kesef_finance,Kesef Finance,True,Charles Maxwin,charles_maxwin,https://t.me/charles_maxwin,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Showcase Listing on AscendEX,https://t.me/AscendEXEnglish,AscendEX (formerly BitMax) English Official,True,Sagor {I WELL NEVER DM YOU FOR MONEY},Smsagor7,https://t.me/Smsagor7,UserStatusRecently(),Mary Zheng,MaryZheng,https://t.me/MaryZheng,UserStatusRecently(),Malina Saiming,MalinaSaiming,https://t.me/MalinaSaiming,UserStatusRecently(),Jay Kubert | AscendEX (BitMax) - Sr. BD,jaykubert,https://t.me/jaykubert,UserStatusRecently(),Owlbe [ will not message you first without a reason],owlbe,https://t.me/owlbe,UserStatusRecently(),Manny - i ɴᴇᴠᴇʀ ᴘᴍ ғɪʀsᴛ!!!,MannyMcoy,https://t.me/MannyMcoy,UserStatusRecently(),784959E7 👽 | I will never PM you first |,yetmissekiz,https://t.me/yetmissekiz,UserStatusRecently(),Shane Molidor - AscendEX (BitMax),shanemolidor,https://t.me/shanemolidor,UserStatusRecently(),Bonna Zhu,BonnaZhu,https://t.me/BonnaZhu,UserStatusRecently(),žiga,o2ziga,https://t.me/o2ziga,UserStatusRecently(),Blasco | I will never PM you first! | 🤖,dblama,https://t.me/dblama,UserStatusRecently(),AscendEX Support (won't PM you first),AscendEX_Official,https://t.me/AscendEX_Official,UserStatusRecently(),Jasmine,jasminema,https://t.me/jasminema,UserStatusRecently(),George Cao,BmaxHeat,https://t.me/BmaxHeat,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Showcase Listing on AscendEX,https://t.me/Showcasechat,Showcase Official Community,True,David [ I Never PM First ],David_43,https://t.me/David_43,UserStatusRecently(),Jay Kay,JayKayH,https://t.me/JayKayH,UserStatusRecently(),King Will Never First PM Anyone,King_crypto1,https://t.me/King_crypto1,UserStatusRecently(),Jnatsu🇰🇷🇯🇵,CMnatsu,https://t.me/CMnatsu,UserStatusRecently(),Naga | Will Never Pm First,Nagacrypto,https://t.me/Nagacrypto,UserStatusRecently(),Jai [ I'll Never Ask For Funds ],OfficiaL_Jai96,https://t.me/OfficiaL_Jai96,UserStatusRecently(),Patrick | PetRock Capital,Pswh1,https://t.me/Pswh1,UserStatusRecently(),Vinayak ( I NEVER PM FIRST ),Vinayak_3,https://t.me/Vinayak_3,UserStatusRecently(),Dinesh [ I NEVER PM YOU FIRST ],Dinesh_Sha,https://t.me/Dinesh_Sha,UserStatusRecently(),Gleb,Glebness,https://t.me/Glebness,UserStatusRecently(),Reed,rkora,https://t.me/rkora,UserStatusRecently(),Meir Bank,meir_bank,https://t.me/meir_bank,UserStatusRecently(),Showcase Team,showcaseteam,https://t.me/showcaseteam,UserStatusLastMonth(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Crowny Listing on AscendEX,https://t.me/AscendEXEnglish,AscendEX (formerly BitMax) English Official,True,Sagor {I WELL NEVER DM YOU FOR MONEY},Smsagor7,https://t.me/Smsagor7,UserStatusRecently(),Mary Zheng,MaryZheng,https://t.me/MaryZheng,UserStatusRecently(),Malina Saiming,MalinaSaiming,https://t.me/MalinaSaiming,UserStatusRecently(),Jay Kubert | AscendEX (BitMax) - Sr. BD,jaykubert,https://t.me/jaykubert,UserStatusRecently(),Owlbe [ will not message you first without a reason],owlbe,https://t.me/owlbe,UserStatusRecently(),Manny - i ɴᴇᴠᴇʀ ᴘᴍ ғɪʀsᴛ!!!,MannyMcoy,https://t.me/MannyMcoy,UserStatusRecently(),784959E7 👽 | I will never PM you first |,yetmissekiz,https://t.me/yetmissekiz,UserStatusRecently(),Shane Molidor - AscendEX (BitMax),shanemolidor,https://t.me/shanemolidor,UserStatusRecently(),Bonna Zhu,BonnaZhu,https://t.me/BonnaZhu,UserStatusRecently(),žiga,o2ziga,https://t.me/o2ziga,UserStatusRecently(),Blasco | I will never PM you first! | 🤖,dblama,https://t.me/dblama,UserStatusRecently(),AscendEX Support (won't PM you first),AscendEX_Official,https://t.me/AscendEX_Official,UserStatusRecently(),Jasmine,jasminema,https://t.me/jasminema,UserStatusRecently(),George Cao,BmaxHeat,https://t.me/BmaxHeat,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Crowny Listing on AscendEX,https://t.me/crownyio,CROWNY,True,Gary ⚪,garycmi,https://t.me/garycmi,UserStatusRecently(),Kingsley,kingxy007,https://t.me/kingxy007,UserStatusRecently(),CM | Magie,PHcryptogirl,https://t.me/PHcryptogirl,UserStatusRecently(),Kelly 🥢,IEK92,https://t.me/IEK92,UserStatusRecently(),Patrick | PetRock Capital,Pswh1,https://t.me/Pswh1,UserStatusRecently(),Davorin,Cronicsi1950,https://t.me/Cronicsi1950,UserStatusRecently(),Marcus Vlems,thamarcus,https://t.me/thamarcus,UserStatusRecently(),Inna H,innainna123,https://t.me/innainna123,UserStatusRecently(),Stephano Hondeveld,ThaLuffy,https://t.me/ThaLuffy,UserStatusRecently(),Quincy Dagelet,Qdagelet,https://t.me/Qdagelet,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Torum Raises $1.45M to Create The First Social Media Platform with NFT & DeFi Innovations,https://t.me/torum_official_group_en,Torum Official Group (En),True,Cova (Will Never DM You),covachong,https://t.me/covachong,UserStatusRecently(),Pardeep,pardeep1601,https://t.me/pardeep1601,UserStatusRecently(),Yx Ooi,YxOoi,https://t.me/YxOoi,UserStatusRecently(),Wumee,Wumeepope,https://t.me/Wumeepope,UserStatusRecently(),Miss Satoshi,missatoshi,https://t.me/missatoshi,UserStatusRecently(),Nelthan,turninc,https://t.me/turninc,UserStatusRecently(),Jayson | TORUM.com (will never DM you),Jayson9711,https://t.me/Jayson9711,UserStatusRecently(),Ah Go 吴一风 | TORUM.com,yfenggo,https://t.me/yfenggo,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Beyond Finance Listing On Ascendex,https://t.me/AscendEXEnglish,AscendEX (formerly BitMax) English Official,True,Sagor {I WELL NEVER DM YOU FOR MONEY},Smsagor7,https://t.me/Smsagor7,UserStatusRecently(),Mary Zheng,MaryZheng,https://t.me/MaryZheng,UserStatusRecently(),Malina Saiming,MalinaSaiming,https://t.me/MalinaSaiming,UserStatusRecently(),Jay Kubert | AscendEX (BitMax) - Sr. BD,jaykubert,https://t.me/jaykubert,UserStatusRecently(),Owlbe [ will not message you first without a reason],owlbe,https://t.me/owlbe,UserStatusRecently(),Manny - i ɴᴇᴠᴇʀ ᴘᴍ ғɪʀsᴛ!!!,MannyMcoy,https://t.me/MannyMcoy,UserStatusRecently(),784959E7 👽 | I will never PM you first |,yetmissekiz,https://t.me/yetmissekiz,UserStatusRecently(),Shane Molidor - AscendEX (BitMax),shanemolidor,https://t.me/shanemolidor,UserStatusRecently(),Bonna Zhu,BonnaZhu,https://t.me/BonnaZhu,UserStatusRecently(),žiga,o2ziga,https://t.me/o2ziga,UserStatusRecently(),Blasco | I will never PM you first! | 🤖,dblama,https://t.me/dblama,UserStatusRecently(),AscendEX Support (won't PM you first),AscendEX_Official,https://t.me/AscendEX_Official,UserStatusRecently(),Jasmine,jasminema,https://t.me/jasminema,UserStatusRecently(),George Cao,BmaxHeat,https://t.me/BmaxHeat,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Beyond Finance Listing On Ascendex,https://t.me/beyondfinanceglobal,Beyond Finance Official,True,Alex Pao ( I will never DM you first ),Alexpaoh,https://t.me/Alexpaoh,UserStatusRecently(),Veer Singh,veersinghD,https://t.me/veersinghD,UserStatusRecently(),Dotun 🇳🇬 Wilfred (WONT ASK FOR ETH NOR DM YOU FIRST),Dotunwilfred2,https://t.me/Dotunwilfred2,UserStatusRecently(),Peter,peter_beyond,https://t.me/peter_beyond,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,ODDZ listing on AscendEX,https://t.me/AscendEXEnglish,AscendEX (formerly BitMax) English Official,True,Sagor {I WELL NEVER DM YOU FOR MONEY},Smsagor7,https://t.me/Smsagor7,UserStatusRecently(),Mary Zheng,MaryZheng,https://t.me/MaryZheng,UserStatusRecently(),Malina Saiming,MalinaSaiming,https://t.me/MalinaSaiming,UserStatusRecently(),Jay Kubert | AscendEX (BitMax) - Sr. BD,jaykubert,https://t.me/jaykubert,UserStatusRecently(),Owlbe [ will not message you first without a reason],owlbe,https://t.me/owlbe,UserStatusRecently(),Manny - i ɴᴇᴠᴇʀ ᴘᴍ ғɪʀsᴛ!!!,MannyMcoy,https://t.me/MannyMcoy,UserStatusRecently(),784959E7 👽 | I will never PM you first |,yetmissekiz,https://t.me/yetmissekiz,UserStatusRecently(),Shane Molidor - AscendEX (BitMax),shanemolidor,https://t.me/shanemolidor,UserStatusRecently(),Bonna Zhu,BonnaZhu,https://t.me/BonnaZhu,UserStatusRecently(),žiga,o2ziga,https://t.me/o2ziga,UserStatusRecently(),Blasco | I will never PM you first! | 🤖,dblama,https://t.me/dblama,UserStatusRecently(),AscendEX Support (won't PM you first),AscendEX_Official,https://t.me/AscendEX_Official,UserStatusRecently(),Jasmine,jasminema,https://t.me/jasminema,UserStatusRecently(),George Cao,BmaxHeat,https://t.me/BmaxHeat,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,ODDZ listing on AscendEX,https://t.me/oddz_finance,Oddz Chat,True,Sunny Rhode,Sunnyrhode,https://t.me/Sunnyrhode,UserStatusRecently(),Pujeet,pujeetmanot,https://t.me/pujeetmanot,UserStatusRecently(),Nanda K,nanda_k09,https://t.me/nanda_k09,UserStatusRecently(),Sush,Sush_oddz,https://t.me/Sush_oddz,UserStatusRecently(),Kumar (Admins never DM you first and ask for ETH/Money),hodl_kumar,https://t.me/hodl_kumar,UserStatusRecently(),Viktor | ZeroSwap,viktorzee,https://t.me/viktorzee,UserStatusRecently(),Prathiksha Gowda (I will never DM you first),Prathiksha_22,https://t.me/Prathiksha_22,UserStatusRecently(),Bhargav,kbhargav5,https://t.me/kbhargav5,UserStatusRecently(),Aishwarya Shivakumar,Aishwarya_h_s,https://t.me/Aishwarya_h_s,,Kavya Mohan (Admin will never PM you First),KavyaMohan09,https://t.me/KavyaMohan09,UserStatusRecently(),Aaron Barboza,aaron_barboza,https://t.me/aaron_barboza,UserStatusRecently(),Kantharaju Gowda,KantharajuGowda,https://t.me/KantharajuGowda,UserStatusRecently(),Krupa Sagar,hbksagar,https://t.me/hbksagar,UserStatusRecently(),Shreedhar Shreenivasa,shreedhar_shreenivsa,https://t.me/shreedhar_shreenivsa,UserStatusLastMonth(),Shreedhar Shreenivasa,shreedhar_shreenivasa,https://t.me/shreedhar_shreenivasa,UserStatusRecently(),Aishwarya Shivakumar[Won't DM you first],Aishwarya_hs,https://t.me/Aishwarya_hs,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,OIN Staking On AscendEX,https://t.me/AscendEXEnglish,AscendEX (formerly BitMax) English Official,True,Sagor {I WELL NEVER DM YOU FOR MONEY},Smsagor7,https://t.me/Smsagor7,UserStatusRecently(),Mary Zheng,MaryZheng,https://t.me/MaryZheng,UserStatusRecently(),Malina Saiming,MalinaSaiming,https://t.me/MalinaSaiming,UserStatusRecently(),Jay Kubert | AscendEX (BitMax) - Sr. BD,jaykubert,https://t.me/jaykubert,UserStatusRecently(),Owlbe [ will not message you first without a reason],owlbe,https://t.me/owlbe,UserStatusRecently(),Manny - i ɴᴇᴠᴇʀ ᴘᴍ ғɪʀsᴛ!!!,MannyMcoy,https://t.me/MannyMcoy,UserStatusRecently(),784959E7 👽 | I will never PM you first |,yetmissekiz,https://t.me/yetmissekiz,UserStatusRecently(),Shane Molidor - AscendEX (BitMax),shanemolidor,https://t.me/shanemolidor,UserStatusRecently(),Bonna Zhu,BonnaZhu,https://t.me/BonnaZhu,UserStatusRecently(),žiga,o2ziga,https://t.me/o2ziga,UserStatusRecently(),Blasco | I will never PM you first! | 🤖,dblama,https://t.me/dblama,UserStatusRecently(),AscendEX Support (won't PM you first),AscendEX_Official,https://t.me/AscendEX_Official,UserStatusRecently(),Jasmine,jasminema,https://t.me/jasminema,UserStatusRecently(),George Cao,BmaxHeat,https://t.me/BmaxHeat,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,OIN Staking On AscendEX,https://t.me/OIN_Finance_Eng,OIN.Finance English,True,Kevin (Won't DM first),dg_kevk,https://t.me/dg_kevk,UserStatusRecently(),Sahara,SSSkylark,https://t.me/SSSkylark,UserStatusRecently(),Amrit Mirchandani,Amudotcom,https://t.me/Amudotcom,UserStatusRecently(),James,jamesfeng137,https://t.me/jamesfeng137,UserStatusRecently(),Ali (WILL NEVER DM FIRST),AliOINSupport,https://t.me/AliOINSupport,UserStatusRecently(),The Master,themaster03,https://t.me/themaster03,UserStatusRecently(),R. Zhang,oinfinanceceo,https://t.me/oinfinanceceo,,Dejan Horvat,DejanHorvat,https://t.me/DejanHorvat,UserStatusRecently(),Laura,Lauralor2005,https://t.me/Lauralor2005,UserStatusRecently(),OIN Finance,OIN_Fin,https://t.me/OIN_Fin,UserStatusRecently(),qidian,baoyifan,https://t.me/baoyifan,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,JulSwap Listing on AscendEX,https://t.me/AscendEXEnglish,AscendEX (formerly BitMax) English Official,True,Sagor {I WELL NEVER DM YOU FOR MONEY},Smsagor7,https://t.me/Smsagor7,UserStatusRecently(),Mary Zheng,MaryZheng,https://t.me/MaryZheng,UserStatusRecently(),Malina Saiming,MalinaSaiming,https://t.me/MalinaSaiming,UserStatusRecently(),Jay Kubert | AscendEX (BitMax) - Sr. BD,jaykubert,https://t.me/jaykubert,UserStatusRecently(),Owlbe [ will not message you first without a reason],owlbe,https://t.me/owlbe,UserStatusRecently(),Manny - i ɴᴇᴠᴇʀ ᴘᴍ ғɪʀsᴛ!!!,MannyMcoy,https://t.me/MannyMcoy,UserStatusRecently(),784959E7 👽 | I will never PM you first |,yetmissekiz,https://t.me/yetmissekiz,UserStatusRecently(),Shane Molidor - AscendEX (BitMax),shanemolidor,https://t.me/shanemolidor,UserStatusRecently(),Bonna Zhu,BonnaZhu,https://t.me/BonnaZhu,UserStatusRecently(),žiga,o2ziga,https://t.me/o2ziga,UserStatusRecently(),Blasco | I will never PM you first! | 🤖,dblama,https://t.me/dblama,UserStatusRecently(),AscendEX Support (won't PM you first),AscendEX_Official,https://t.me/AscendEX_Official,UserStatusRecently(),Jasmine,jasminema,https://t.me/jasminema,UserStatusRecently(),George Cao,BmaxHeat,https://t.me/BmaxHeat,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,JulSwap Listing on AscendEX,https://t.me/justliquidity,JustLiquidity,True,James Hagen will never message you first.,expendicture,https://t.me/expendicture,UserStatusRecently(),Bebo,bebobeL,https://t.me/bebobeL,UserStatusRecently(),Azad,managercm,https://t.me/managercm,UserStatusRecently(),Phil (No unsolicited messages),PhilatBlockBros,https://t.me/PhilatBlockBros,UserStatusRecently(),Solomon,Solo_3,https://t.me/Solo_3,UserStatusRecently(),Crypto King,ANE_603,https://t.me/ANE_603,UserStatusRecently(),Joe (Blockchain Brothers),JoeBlockBros,https://t.me/JoeBlockBros,UserStatusRecently(),★MR DOT★,Ni5198,https://t.me/Ni5198,UserStatusRecently(),Ace_Of_Spades,Ace0s,https://t.me/Ace0s,UserStatusRecently(),Sahib G,sahib_g,https://t.me/sahib_g,UserStatusRecently(),No One,sbncrypto,https://t.me/sbncrypto,UserStatusRecently(),Eljaboom,Eljaboom,https://t.me/Eljaboom,UserStatusRecently(),Ice breaker,icecube123,https://t.me/icecube123,UserStatusRecently(),C M,com_manager,https://t.me/com_manager,UserStatusRecently(),Crypto Manager,CryptoManager1,https://t.me/CryptoManager1,UserStatusLastWeek(),Shabana Farhat #JustJulIT,Anees_603,https://t.me/Anees_603,UserStatusRecently(),CAPTAIN TIT0,CaptainTit0,https://t.me/CaptainTit0,UserStatusRecently(),Ghoui,lizhil,https://t.me/lizhil,UserStatusRecently(),julien,JULIEN_crypt0,https://t.me/JULIEN_crypt0,UserStatusRecently(),CRYPTO FIREDANCE ( I DONT DM FIRST),FIREDANCEJULSW1,https://t.me/FIREDANCEJULSW1,UserStatusRecently(),RSFSR 43,RSFSR43,https://t.me/RSFSR43,UserStatusRecently(),Tobias,Tgrypto,https://t.me/Tgrypto,UserStatusRecently(),FreeMan,FreeMaNw3,https://t.me/FreeMaNw3,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Zignaly Lists on AscendEX,https://t.me/AscendEXEnglish,AscendEX (formerly BitMax) English Official,True,Sagor {I WELL NEVER DM YOU FOR MONEY},Smsagor7,https://t.me/Smsagor7,UserStatusRecently(),Mary Zheng,MaryZheng,https://t.me/MaryZheng,UserStatusRecently(),Malina Saiming,MalinaSaiming,https://t.me/MalinaSaiming,UserStatusRecently(),Jay Kubert | AscendEX (BitMax) - Sr. BD,jaykubert,https://t.me/jaykubert,UserStatusRecently(),Owlbe [ will not message you first without a reason],owlbe,https://t.me/owlbe,UserStatusRecently(),Manny - i ɴᴇᴠᴇʀ ᴘᴍ ғɪʀsᴛ!!!,MannyMcoy,https://t.me/MannyMcoy,UserStatusRecently(),784959E7 👽 | I will never PM you first |,yetmissekiz,https://t.me/yetmissekiz,UserStatusRecently(),Shane Molidor - AscendEX (BitMax),shanemolidor,https://t.me/shanemolidor,UserStatusRecently(),Bonna Zhu,BonnaZhu,https://t.me/BonnaZhu,UserStatusRecently(),žiga,o2ziga,https://t.me/o2ziga,UserStatusRecently(),Blasco | I will never PM you first! | 🤖,dblama,https://t.me/dblama,UserStatusRecently(),AscendEX Support (won't PM you first),AscendEX_Official,https://t.me/AscendEX_Official,UserStatusRecently(),Jasmine,jasminema,https://t.me/jasminema,UserStatusRecently(),George Cao,BmaxHeat,https://t.me/BmaxHeat,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
